55.54,626.54
153.15,1914
76,1140
177.11,3070
147.26,2208.9
67.27,1278.13
73.1,731
166.28,1994
86.2,1337
77.31,1249
65.7,591.3
145.31,1596.87
81.49,896.39
145.17,1596.87
97.57,1073.27
145.42,2035.88
37.51,337.59
73.66,736.6
78.44,782.83
136,1499
72.93,653.45
72,813.6
91.92,652.7
25,540
24,460
